category,price,discount,quantity,payment_method,order_date,delivered_date,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,delivery_days,age_group,return_probability,risk_score,risk_level
Fashion,181.87,0.05,1,Credit Card,12-11-2024,17-11-2024,South,0,172.78,6.02,54.45,51,Female,5,46-60,0.468009958,46.8,Medium
Home,43.59,0,1,Credit Card,13-03-2024,19-03-2024,Central,0,43.59,5.78,6.43,37,Male,6,36-45,0.463029017,46.3,Medium
Grocery,1.81,0.05,2,Debit Card,18-03-2025,22-03-2025,North,0,3.44,4.06,-3.78,22,Male,4,18-25,0.184832218,18.48,Low
Sports,15.57,0,1,UPI,30-12-2024,02-01-2025,North,0,15.57,3.78,0.89,53,Male,3,46-60,0.398921195,39.89,Medium
Home,52.4,0,1,Debit Card,18-04-2024,23-04-2024,East,0,52.4,7.83,6.84,69,Female,5,60+,0.473342694,47.33,Medium
Home,99.92,0,1,Credit Card,16-11-2024,19-11-2024,North,0,99.92,6.57,21.41,66,Female,3,60+,0.52705491,52.71,High
Toys,8.16,0.15,1,Debit Card,16-02-2024,22-02-2024,South,0,6.94,3.13,-0.35,64,Male,6,60+,0.28252253,28.25,Low
Fashion,21.21,0.15,3,Debit Card,15-01-2025,19-01-2025,South,0,54.09,5.95,12.98,36,Other,4,36-45,0.510102717,51.01,High
Beauty,46.62,0,1,COD,03-02-2025,08-02-2025,East,0,46.62,5.53,15.45,20,Female,5,18-25,0.448287306,44.83,Medium
Fashion,76.61,0.2,1,COD,15-01-2024,20-01-2024,Central,0,61.29,6.12,15.33,57,Female,5,46-60,0.454068384,45.41,Medium
Home,59.02,0,2,Debit Card,18-02-2024,23-02-2024,Central,0,118.04,7.52,25.53,56,Female,5,46-60,0.504088442,50.41,High
Electronics,187.46,0.1,1,Debit Card,16-04-2024,19-04-2024,North,0,168.71,6.9,13.35,52,Male,3,46-60,0.495050836,49.51,Medium
Toys,70.75,0.05,2,Credit Card,09-03-2025,12-03-2025,North,0,134.42,3.96,49.81,41,Male,3,36-45,0.343126122,34.31,Low
Electronics,1024.63,0,1,Credit Card,31-10-2024,06-11-2024,Central,0,1024.63,9.69,113.27,22,Male,6,18-25,0.461532494,46.15,Medium
Fashion,182.77,0.2,1,PayPal,01-03-2025,04-03-2025,North,0,146.22,8.49,42.69,43,Male,3,36-45,0.435939292,43.59,Medium
Fashion,142.67,0.05,1,Wallet,26-11-2023,30-11-2023,West,0,135.54,7.49,39.95,65,Female,4,60+,0.554801563,55.48,High
Beauty,27.23,0.1,1,COD,29-11-2023,03-12-2023,South,0,24.51,5.12,5.91,35,Female,4,26-35,0.456808173,45.68,Medium
Sports,46.25,0,1,Credit Card,24-09-2023,29-09-2023,West,0,46.25,6.36,7.52,35,Female,5,26-35,0.408458873,40.85,Medium
Electronics,1184.22,0,1,UPI,03-03-2024,07-03-2024,North,0,1184.22,10.45,131.66,18,Female,4,18-25,0.43120504,43.12,Medium
Electronics,491.34,0,1,Debit Card,22-04-2025,27-04-2025,North,0,491.34,9.1,49.86,50,Male,5,46-60,0.560177599,56.02,High
Toys,26.43,0.3,3,Debit Card,02-03-2024,07-03-2024,East,0,55.5,6.47,15.73,44,Male,5,36-45,0.30291999,30.29,Low
Sports,167.1,0.05,1,Credit Card,29-04-2025,07-05-2025,East,0,158.74,6.57,41.05,67,Female,8,60+,0.312910904,31.29,Low
Toys,19.95,0.1,1,COD,25-02-2025,01-03-2025,South,0,17.95,4.67,2.51,62,Male,4,60+,0.438235489,43.82,Medium
Sports,96.07,0.05,4,Debit Card,18-09-2023,22-09-2023,North,0,365.07,7.21,102.31,28,Female,4,26-35,0.396962028,39.7,Medium
Sports,54.09,0,1,Debit Card,12-02-2025,15-02-2025,Central,0,54.09,4.41,11.82,26,Female,3,26-35,0.337957567,33.8,Low
Home,31.51,0,1,Debit Card,01-10-2023,05-10-2023,North,0,31.51,4.14,4.68,42,Male,4,36-45,0.401184406,40.12,Medium
Beauty,17.14,0,1,PayPal,26-08-2024,31-08-2024,South,0,17.14,3.99,3.72,31,Female,5,26-35,0.413528393,41.35,Medium
Toys,16.33,0.2,1,Debit Card,11-04-2024,15-04-2024,Central,0,13.06,4.63,0.59,19,Female,4,18-25,0.365179039,36.52,Medium
Electronics,733.21,0,1,UPI,13-01-2024,16-01-2024,North,0,733.21,10.77,77.22,48,Female,3,46-60,0.492951824,49.3,Medium
Home,77.61,0,1,Credit Card,01-11-2023,04-11-2023,North,0,77.61,7.56,14.17,59,Other,3,46-60,0.471608138,47.16,Medium
Sports,221,0.1,1,Credit Card,05-10-2024,10-10-2024,East,0,198.9,6.2,53.47,19,Male,5,18-25,0.360680585,36.07,Low
Beauty,12.36,0,1,Debit Card,11-08-2025,15-08-2025,North,0,12.36,1.64,3.92,42,Male,4,36-45,0.349307771,34.93,Low
Sports,294.63,0,1,PayPal,11-10-2023,17-10-2023,East,0,294.63,8.54,79.85,69,Female,6,60+,0.391816194,39.18,Medium
Fashion,6.95,0,1,UPI,10-11-2023,15-11-2023,South,0,6.95,3.46,-1.03,28,Female,5,26-35,0.436806154,43.68,Medium
Electronics,292.17,0,1,Credit Card,18-12-2024,23-12-2024,South,0,292.17,8.65,26.41,42,Female,5,36-45,0.548681406,54.87,High
Electronics,176.1,0.05,2,COD,11-04-2024,15-04-2024,South,0,334.59,9.33,30.82,33,Male,4,26-35,0.561587576,56.16,High
Grocery,5.59,0.1,1,Debit Card,18-01-2024,21-01-2024,Central,0,5.03,2.98,-2.58,35,Male,3,26-35,0.060527807,6.05,Low
Grocery,2.09,0.05,1,PayPal,20-08-2025,26-08-2025,South,0,1.99,1.05,-0.89,34,Female,6,26-35,0.036395885,3.64,Low
Fashion,61.22,0,2,Wallet,07-03-2024,11-03-2024,West,0,122.44,7.61,35.24,50,Female,4,46-60,0.573403585,57.34,High
Electronics,212.01,0,1,Credit Card,28-11-2023,04-12-2023,North,0,212.01,9.06,16.38,58,Female,6,46-60,0.510289939,51.03,High
Electronics,1017.52,0.1,3,UPI,05-10-2023,10-10-2023,Central,0,2747.3,12.61,317.07,25,Female,5,18-25,0.31005512,31.01,Low
Fashion,66.27,0,2,Debit Card,23-08-2025,27-08-2025,Central,0,132.54,8.47,37.92,52,Female,4,46-60,0.545912008,54.59,High
Fashion,33.76,0.05,1,Credit Card,18-01-2025,23-01-2025,North,0,32.07,5.81,5.41,25,Female,5,18-25,0.605483687,60.55,High
Fashion,53.53,0.15,2,Debit Card,23-10-2024,28-10-2024,East,0,91,7.89,23.96,30,Female,5,26-35,0.484911599,48.49,Medium
Toys,3.34,0.05,1,Credit Card,31-10-2023,04-11-2023,West,0,3.17,0.97,0.3,24,Female,4,18-25,0.176484889,17.65,Low
Sports,97.47,0,2,Credit Card,29-03-2025,02-04-2025,North,0,194.94,8.98,49.5,24,Male,4,18-25,0.485783461,48.58,Medium
Electronics,406.55,0,4,Credit Card,17-12-2024,23-12-2024,West,0,1626.2,10.22,184.92,19,Male,6,18-25,0.45764329,45.76,Medium
Sports,21.04,0,1,UPI,03-07-2024,08-07-2024,East,0,21.04,5.97,0.34,36,Male,5,36-45,0.414600049,41.46,Medium
Beauty,31.1,0.05,1,UPI,31-07-2025,05-08-2025,South,1,29.54,5.17,8.12,56,Female,5,46-60,0.490909109,49.09,Medium
Electronics,258.8,0,1,Debit Card,15-10-2024,23-10-2024,East,0,258.8,8.28,22.78,39,Female,8,36-45,0.554383061,55.44,High
Sports,74.23,0.1,1,UPI,05-07-2025,09-07-2025,North,0,66.81,5.98,14.06,56,Male,4,46-60,0.425071711,42.51,Medium
Electronics,467.89,0,1,COD,23-03-2024,27-03-2024,Central,0,467.89,8.8,47.35,69,Female,4,60+,0.439964762,44,Medium
Electronics,244.18,0,1,Credit Card,21-03-2025,26-03-2025,East,0,244.18,7.66,21.64,20,Female,5,18-25,0.530211282,53.02,High
Electronics,136.78,0.1,1,PayPal,22-06-2024,27-06-2024,West,0,123.1,7.12,7.65,56,Male,5,46-60,0.525724765,52.57,High
Grocery,5.66,0,1,Credit Card,22-02-2025,27-02-2025,North,0,5.66,1.93,-1.48,58,Female,5,46-60,0.061580121,6.16,Low
Sports,141.84,0.15,1,Debit Card,08-11-2024,14-11-2024,East,0,120.56,6.3,29.87,65,Male,6,60+,0.39278224,39.28,Medium
Home,19.7,0,1,PayPal,11-07-2025,16-07-2025,North,0,19.7,4.98,0.54,21,Male,5,18-25,0.374570454,37.46,Medium
Toys,38.14,0,1,Wallet,11-07-2024,16-07-2024,West,0,38.14,4.74,10.52,42,Male,5,36-45,0.452574469,45.26,Medium
Fashion,47.91,0,1,Debit Card,07-01-2025,12-01-2025,South,0,47.91,6.63,10.14,53,Female,5,46-60,0.575660092,57.57,High
Grocery,18.09,0,3,Credit Card,15-01-2025,20-01-2025,South,0,54.27,7.65,-3.31,22,Female,5,18-25,0.027170245,2.72,Low
Sports,51.41,0,4,Debit Card,21-05-2025,25-05-2025,West,0,205.64,8.88,52.81,63,Female,4,60+,0.464085144,46.41,Medium
Beauty,9.17,0,1,Debit Card,07-03-2024,11-03-2024,South,0,9.17,3.32,0.81,68,Female,4,60+,0.424809277,42.48,Medium
Toys,34.11,0,1,Debit Card,16-10-2024,21-10-2024,South,0,34.11,6.3,7.34,64,Female,5,60+,0.479999755,48,Medium
Sports,20.6,0,1,UPI,22-05-2024,27-05-2024,West,0,20.6,4.97,1.21,62,Female,5,60+,0.380104958,38.01,Medium
Grocery,3.39,0,1,COD,27-07-2025,31-07-2025,Central,0,3.39,0.01,0.26,43,Female,4,36-45,0.069355738,6.94,Low
Toys,8.6,0,1,COD,10-10-2023,14-10-2023,North,0,8.6,2.97,0.47,28,Female,4,26-35,0.315022184,31.5,Low
Fashion,26.27,0,1,COD,21-02-2024,26-02-2024,South,0,26.27,5.8,3.39,64,Male,5,60+,0.561240186,56.12,High
Fashion,16.2,0,1,UPI,09-12-2024,12-12-2024,Central,0,16.2,3.78,1.89,61,Female,3,60+,0.488047473,48.8,Medium
Electronics,842.22,0.2,1,Credit Card,31-12-2023,03-01-2024,North,0,673.78,9.26,71.59,52,Female,3,46-60,0.46280222,46.28,Medium
Fashion,6.35,0,1,Credit Card,16-08-2025,22-08-2025,East,0,6.35,2.6,-0.38,47,Female,6,46-60,0.36836566,36.84,Medium
Fashion,84.99,0.15,1,COD,19-11-2023,23-11-2023,Central,0,72.24,6.85,18.43,40,Male,4,36-45,0.534906765,53.49,High
Electronics,222.07,0,3,UPI,19-11-2023,26-11-2023,South,0,666.21,10.74,69.21,47,Female,7,46-60,0.49172657,49.17,Medium
Fashion,93.92,0.1,1,COD,27-07-2024,30-07-2024,North,0,84.53,5.82,23.77,28,Female,3,26-35,0.513761258,51.38,High
Toys,33.26,0.05,2,UPI,29-01-2025,01-02-2025,North,0,63.19,4.65,20.63,30,Male,3,26-35,0.353559795,35.36,Low
Toys,4.54,0,1,PayPal,21-11-2023,27-11-2023,North,0,4.54,2.15,-0.33,25,Male,6,18-25,0.288368105,28.84,Low
Electronics,406.8,0,1,PayPal,30-05-2024,04-06-2024,West,0,406.8,8.63,40.19,18,Female,5,18-25,0.497863541,49.79,Medium
Electronics,204.55,0,1,COD,10-05-2025,15-05-2025,West,0,204.55,7.83,16.72,57,Female,5,46-60,0.525960398,52.6,High
Electronics,609.14,0,5,Credit Card,06-12-2023,09-12-2023,Central,0,3045.7,13.61,351.87,59,Female,3,46-60,0.267373941,26.74,Low
Toys,39.44,0,1,COD,30-09-2023,05-10-2023,West,0,39.44,5.48,10.3,62,Female,5,60+,0.443796238,44.38,Medium
Home,37.59,0.05,1,Wallet,02-06-2024,07-06-2024,East,0,35.71,6.12,3.88,58,Female,5,46-60,0.465860144,46.59,Medium
Grocery,9.58,0.1,1,Credit Card,28-12-2023,02-01-2024,North,0,8.62,1.81,-1.12,62,Male,5,60+,0.073625443,7.36,Low
Grocery,12.88,0.15,1,UPI,10-10-2024,16-10-2024,East,0,10.95,4.23,-3.35,57,Female,6,46-60,0.096699618,9.67,Low
Grocery,11.34,0,3,Credit Card,02-10-2023,07-10-2023,South,0,34.02,2.65,0.07,38,Female,5,36-45,0.263231763,26.32,Low
Electronics,144.26,0.1,1,COD,15-06-2025,19-06-2025,North,0,129.83,8.15,7.43,38,Other,4,36-45,0.53644201,53.64,High
Home,51.89,0,1,Credit Card,14-11-2023,20-11-2023,West,0,51.89,6.6,7.93,23,Male,6,18-25,0.462430478,46.24,Medium
Grocery,26.72,0.15,2,Credit Card,22-07-2024,25-07-2024,North,0,45.42,4.69,-1.06,21,Female,3,18-25,0.137646362,13.76,Low
Electronics,60.81,0.05,5,Debit Card,09-12-2023,15-12-2023,East,0,288.85,10.27,24.39,51,Male,6,46-60,0.452863212,45.29,Medium
Beauty,10.46,0.15,4,Wallet,29-12-2024,05-01-2025,West,0,35.56,6.95,9.05,56,Male,7,46-60,0.353061046,35.31,Low
Fashion,17.41,0,1,COD,10-09-2025,15-09-2025,South,0,17.41,4.52,1.57,48,Male,5,46-60,0.570830546,57.08,High
Home,70.97,0,1,COD,24-10-2023,29-10-2023,West,0,70.97,5.5,14.37,25,Female,5,18-25,0.462264217,46.23,Medium
Grocery,16.26,0,1,PayPal,26-03-2025,01-04-2025,North,0,16.26,5.18,-3.88,45,Male,6,36-45,0.023613349,2.36,Low
Beauty,21.62,0.1,1,UPI,07-08-2025,11-08-2025,South,0,19.46,4.08,4.68,28,Male,4,26-35,0.437535888,43.75,Medium
Sports,86.49,0.2,1,Credit Card,12-07-2024,15-07-2024,North,0,69.19,6.13,14.63,34,Male,3,26-35,0.448439973,44.84,Medium
Sports,139.22,0,4,UPI,30-03-2025,03-04-2025,North,0,556.88,9.93,157.13,59,Female,4,46-60,0.404965559,40.5,Medium
Beauty,43.97,0.05,1,Credit Card,20-09-2023,25-09-2023,South,0,41.77,6.51,12.29,19,Male,5,18-25,0.493497714,49.35,Medium
Toys,5.43,0,1,Debit Card,17-03-2025,20-03-2025,Central,0,5.43,2.4,-0.23,59,Female,3,46-60,0.30411896,30.41,Low
Grocery,2.51,0,1,PayPal,21-06-2024,28-06-2024,North,0,2.51,0,0.2,63,Female,7,60+,0.116238045,11.62,Low
Grocery,5.72,0.1,1,UPI,04-10-2023,10-10-2023,East,0,5.15,1.65,-1.24,61,Female,6,60+,0.043293501,4.33,Low
Toys,36.57,0.05,1,UPI,25-01-2024,29-01-2024,West,1,34.74,4.24,9.66,45,Male,4,36-45,0.525828783,52.58,High
Home,112.74,0.1,2,Credit Card,01-05-2024,07-05-2024,East,1,202.93,8.05,48.77,26,Female,6,26-35,0.550231573,55.02,High
Electronics,100.09,0.05,3,Debit Card,10-01-2024,16-01-2024,North,0,285.26,8.89,25.34,65,Female,6,60+,0.504779771,50.48,High
Electronics,108.11,0.15,1,COD,06-08-2024,11-08-2024,East,0,91.89,6.58,4.45,21,Male,5,18-25,0.440023633,44,Medium
Fashion,117.37,0.1,2,COD,08-05-2025,14-05-2025,East,0,211.27,6.16,67.78,20,Female,6,18-25,0.402253001,40.23,Medium
Fashion,27.48,0.05,5,UPI,30-03-2024,04-04-2024,West,0,130.53,7.23,38.46,59,Female,5,46-60,0.466662824,46.67,Medium
Electronics,145.79,0.1,3,Debit Card,23-12-2024,28-12-2024,East,0,393.63,9.4,37.84,68,Male,5,60+,0.491706967,49.17,Medium
Fashion,63.18,0.05,2,Credit Card,10-05-2024,15-05-2024,Central,0,120.04,6.36,35.65,26,Female,5,26-35,0.509620993,50.96,High
Electronics,690.81,0.1,1,PayPal,14-07-2025,18-07-2025,West,0,621.73,10.01,64.6,53,Other,4,46-60,0.566834085,56.68,High
Beauty,17.31,0,1,Debit Card,26-10-2024,29-10-2024,North,0,17.31,1.52,6.27,41,Male,3,36-45,0.327904894,32.79,Low
Electronics,558.97,0,2,Credit Card,18-08-2024,22-08-2024,West,0,1117.94,10.47,123.68,21,Female,4,18-25,0.461759367,46.18,Medium
Sports,65.28,0.1,1,Credit Card,14-07-2024,17-07-2024,North,0,58.75,6.15,11.48,21,Female,3,18-25,0.39197608,39.2,Medium
Fashion,62.81,0.1,4,Debit Card,26-01-2024,29-01-2024,Central,0,226.12,7.82,71.32,33,Female,3,26-35,0.386643106,38.66,Medium
Sports,94.1,0,1,Wallet,27-08-2025,30-08-2025,North,0,94.1,7.14,21.09,26,Male,3,26-35,0.480774629,48.08,Medium
Grocery,30.61,0,1,Credit Card,19-04-2025,23-04-2025,West,0,30.61,4.62,-2.17,69,Male,4,60+,0.041294742,4.13,Low
Electronics,177.76,0,1,Credit Card,17-12-2023,21-12-2023,South,0,177.76,7.85,13.48,31,Male,4,26-35,0.477292225,47.73,Medium
Grocery,20.37,0.05,2,Credit Card,15-07-2025,18-07-2025,North,0,38.7,6.3,-3.2,62,Female,3,60+,0.102158667,10.22,Low
Sports,123.26,0.05,1,UPI,21-02-2024,24-02-2024,Central,0,117.1,9.1,26.03,31,Male,3,26-35,0.457142025,45.71,Medium
Electronics,643.21,0,1,Credit Card,15-07-2024,21-07-2024,East,0,643.21,9.1,68.09,67,Female,6,60+,0.509405119,50.94,High
Fashion,50.99,0,1,Wallet,20-10-2024,26-10-2024,West,0,50.99,5.81,12.04,40,Male,6,36-45,0.579430359,57.94,High
Grocery,9.12,0,3,Credit Card,02-07-2025,06-07-2025,Central,0,27.36,4.76,-2.57,61,Female,4,60+,0.032658383,3.27,Low
Beauty,4.24,0,2,Credit Card,12-11-2023,18-11-2023,East,0,8.48,4.05,-0.23,62,Male,6,60+,0.392139286,39.21,Medium
Fashion,95.01,0,1,Debit Card,18-05-2024,23-05-2024,West,0,95.01,7.96,25.29,52,Female,5,46-60,0.560986446,56.1,High
Grocery,32.7,0,1,UPI,26-07-2024,01-08-2024,West,0,32.7,4.77,-2.15,64,Female,6,60+,0.024089108,2.41,Low
Toys,13.75,0,1,UPI,05-08-2025,10-08-2025,West,0,13.75,5.37,0.13,66,Male,5,60+,0.422941618,42.29,Medium
Sports,34.72,0.2,1,Credit Card,31-07-2024,06-08-2024,South,0,27.78,6.25,2.08,64,Male,6,60+,0.314765935,31.48,Low
Grocery,14.72,0.05,1,Credit Card,13-12-2024,19-12-2024,South,0,13.98,5.19,-4.07,46,Female,6,46-60,0.056582296,5.66,Low
Toys,4.55,0.1,1,PayPal,23-06-2024,29-06-2024,East,0,4.1,2.94,-1.3,25,Female,6,18-25,0.27681123,27.68,Low
Fashion,7.05,0,1,PayPal,17-02-2024,20-02-2024,Central,0,7.05,4.3,-1.83,51,Male,3,46-60,0.239147009,23.91,Low
Beauty,11.39,0.2,1,Debit Card,15-05-2024,19-05-2024,South,0,9.11,4.58,-0.48,42,Female,4,36-45,0.368652797,36.87,Medium
Toys,24.4,0.1,1,Wallet,28-07-2024,01-08-2024,West,0,21.96,1.95,6.83,33,Female,4,26-35,0.384257579,38.43,Medium
Fashion,87.75,0,3,Credit Card,20-08-2024,24-08-2024,West,0,263.25,8.8,83.34,37,Female,4,36-45,0.551467655,55.15,High
Electronics,105.45,0,1,Debit Card,15-06-2024,18-06-2024,North,0,105.45,7.68,4.97,64,Female,3,60+,0.468211192,46.82,Medium
Electronics,999.5,0,2,Debit Card,24-04-2025,28-04-2025,North,0,1999,11.34,228.54,21,Female,4,18-25,0.410356396,41.04,Medium
Fashion,44.49,0.05,1,Debit Card,16-11-2024,21-11-2024,East,0,42.27,6.43,8.36,57,Female,5,46-60,0.509485635,50.95,High
Electronics,892.96,0,3,Debit Card,02-02-2025,07-02-2025,South,0,2678.88,11.38,310.09,41,Male,5,36-45,0.472252649,47.23,Medium
Toys,5.19,0.2,2,UPI,16-05-2024,20-05-2024,South,0,8.3,4.66,-1.34,40,Male,4,36-45,0.217290966,21.73,Low
Toys,14.04,0.05,2,Credit Card,10-10-2023,15-10-2023,South,0,26.68,5.78,4.89,30,Other,5,26-35,0.47958214,47.96,Medium
Electronics,233.15,0,4,COD,22-05-2025,27-05-2025,South,0,932.6,10.22,101.69,34,Female,5,26-35,0.512680371,51.27,High
Sports,62.17,0.05,1,Credit Card,25-08-2025,30-08-2025,West,0,59.06,4.94,12.78,41,Female,5,36-45,0.373520597,37.35,Medium
Beauty,68.43,0,1,PayPal,15-05-2024,21-05-2024,North,0,68.43,6.56,24.23,24,Male,6,18-25,0.483606129,48.36,Medium
Fashion,98.08,0.1,1,COD,14-08-2024,19-08-2024,Central,0,88.27,8.94,21.95,45,Male,5,36-45,0.580272668,58.03,High
Fashion,82.74,0.15,2,Debit Card,25-01-2025,29-01-2025,Central,0,140.66,6.95,42.28,18,Female,4,18-25,0.504806316,50.48,High
Fashion,21.57,0.2,1,Credit Card,16-03-2024,20-03-2024,West,0,17.26,4.54,1.5,55,Female,4,46-60,0.512884532,51.29,High
Sports,50.72,0,3,Credit Card,15-11-2024,19-11-2024,West,0,152.16,7.89,37.76,64,Female,4,60+,0.440065229,44.01,Medium
Fashion,19.76,0,1,Debit Card,08-10-2024,13-10-2024,North,0,19.76,5.82,1.1,22,Female,5,18-25,0.571930169,57.19,High
Fashion,82.55,0,1,Credit Card,17-09-2023,23-09-2023,West,0,82.55,7.43,21.46,33,Male,6,26-35,0.573582726,57.36,High
Electronics,212.16,0.05,1,PayPal,18-10-2023,22-10-2023,West,0,201.55,8.13,16.06,29,Other,4,26-35,0.536604606,53.66,High
Grocery,51.67,0,1,Debit Card,28-01-2025,02-02-2025,West,0,51.67,5.72,-1.59,36,Male,5,36-45,0.029424843,2.94,Low
Sports,54.55,0,1,Credit Card,09-01-2025,13-01-2025,Central,0,54.55,5.82,10.54,46,Female,4,46-60,0.400172472,40.02,Medium
Home,34.5,0.1,1,Debit Card,24-02-2025,01-03-2025,Central,0,31.05,6.14,2.55,50,Other,5,46-60,0.432031694,43.2,Medium
Grocery,35.99,0.15,1,UPI,07-11-2024,10-11-2024,North,0,30.59,4.38,-1.93,58,Other,3,46-60,0.056882333,5.69,Low
Fashion,80.05,0.05,3,COD,26-09-2024,30-09-2024,South,0,228.14,9.87,69.98,18,Female,4,18-25,0.448353133,44.84,Medium
Sports,96.07,0,1,Credit Card,16-04-2025,20-04-2025,North,0,96.07,6.54,22.28,69,Female,4,60+,0.452829498,45.28,Medium
Fashion,101.12,0,1,Credit Card,20-03-2025,24-03-2025,Central,0,101.12,6.97,28.42,61,Female,4,60+,0.598076514,59.81,High
Fashion,151.75,0.1,1,UPI,07-03-2024,11-03-2024,North,0,136.58,8.56,39.24,67,Female,4,60+,0.486904101,48.69,Medium
Toys,40.86,0.05,1,Debit Card,25-05-2024,30-05-2024,West,0,38.82,4.82,10.71,60,Female,5,46-60,0.444249145,44.42,Medium
Toys,48.19,0,1,Debit Card,12-05-2024,16-05-2024,Central,0,48.19,3.98,15.3,22,Female,4,18-25,0.392712663,39.27,Medium
Fashion,20.56,0.05,1,Credit Card,20-11-2023,24-11-2023,Central,0,19.53,4.34,2.5,18,Male,4,18-25,0.431211435,43.12,Medium
Electronics,282.4,0,1,Debit Card,24-08-2025,28-08-2025,North,0,282.4,8.1,25.79,56,Male,4,46-60,0.538267032,53.83,High
Fashion,82.99,0.05,1,UPI,06-09-2025,09-09-2025,Central,0,78.84,7.24,20.35,59,Female,3,46-60,0.535261816,53.53,High
Toys,16.68,0,1,Credit Card,05-09-2025,09-09-2025,South,0,16.68,4.34,2.33,53,Male,4,46-60,0.446089538,44.61,Medium
Electronics,383.7,0.15,1,COD,14-10-2024,20-10-2024,East,0,326.14,9.86,29.28,64,Female,6,60+,0.573699849,57.37,High
Sports,261.92,0,3,Debit Card,23-11-2024,28-11-2024,East,0,785.76,10.96,224.77,32,Male,5,26-35,0.398588732,39.86,Medium
Grocery,5.61,0.05,1,PayPal,23-11-2023,28-11-2023,West,0,5.33,2.82,-2.39,41,Female,5,36-45,0.107004203,10.7,Low
Electronics,301.95,0,1,Credit Card,10-09-2024,16-09-2024,Central,0,301.95,9.14,27.09,43,Male,6,36-45,0.545247149,54.52,High
Toys,18.3,0.15,1,Credit Card,05-02-2024,08-02-2024,North,0,15.56,5.14,1.08,27,Male,3,26-35,0.387772897,38.78,Medium
Electronics,194.81,0.2,1,Debit Card,20-09-2023,24-09-2023,South,0,155.85,7.73,10.97,32,Male,4,26-35,0.49004454,49,Medium
Sports,55.16,0,1,Credit Card,22-11-2023,27-11-2023,South,0,55.16,5.32,11.23,57,Female,5,46-60,0.39740661,39.74,Medium
Toys,30.82,0,1,UPI,29-08-2024,03-09-2024,West,0,30.82,3.08,9.25,64,Female,5,60+,0.4003389,40.03,Medium
Home,359.23,0,1,PayPal,29-07-2024,05-08-2024,West,0,359.23,8.8,91.78,27,Male,7,26-35,0.426208638,42.62,Medium
Fashion,54.38,0.2,1,Debit Card,06-08-2024,10-08-2024,South,0,43.5,6.18,9.04,26,Male,4,26-35,0.479073986,47.91,Medium
Grocery,9.81,0.1,1,UPI,16-04-2025,19-04-2025,North,0,8.83,2.04,-1.33,37,Female,3,36-45,0.090100371,9.01,Low
Electronics,501.01,0.3,3,Debit Card,23-06-2025,27-06-2025,South,0,1052.12,8.55,117.7,22,Female,4,18-25,0.255413569,25.54,Low
Beauty,153.03,0.15,1,COD,09-01-2024,15-01-2024,North,0,130.08,8.2,50.34,27,Male,6,26-35,0.499902105,49.99,High
Home,21.32,0.05,1,Debit Card,01-04-2025,06-04-2025,North,0,20.25,4.25,1.42,32,Male,5,26-35,0.413727962,41.37,Medium
Home,148.82,0,1,Credit Card,03-03-2025,06-03-2025,Central,1,148.82,7.21,34.46,55,Other,3,46-60,0.540868751,54.09,High
Beauty,22.9,0.15,1,Debit Card,04-12-2023,08-12-2023,West,0,19.46,3.63,5.13,36,Male,4,36-45,0.410882324,41.09,Medium
Beauty,26.08,0.05,1,Debit Card,04-10-2023,08-10-2023,Central,0,24.78,4.94,6.21,61,Male,4,60+,0.447739414,44.77,Medium
Fashion,6.13,0,1,COD,10-03-2024,15-03-2024,South,0,6.13,1.71,0.44,50,Female,5,46-60,0.25366727,25.37,Low
Sports,316.42,0,2,Credit Card,14-03-2024,18-03-2024,West,0,632.84,9.32,180.53,46,Female,4,46-60,0.404769898,40.48,Medium
Electronics,79.01,0.2,2,Credit Card,06-04-2025,10-04-2025,North,0,126.42,7.62,7.55,46,Female,4,46-60,0.47224047,47.22,Medium
Electronics,169.41,0,1,Debit Card,23-01-2025,28-01-2025,West,0,169.41,8.26,12.07,51,Female,5,46-60,0.481844556,48.18,Medium
Home,56.64,0.1,1,PayPal,14-05-2025,18-05-2025,West,0,50.98,5.7,8.57,60,Male,4,46-60,0.388424358,38.84,Medium
Beauty,35.36,0.1,2,COD,26-12-2023,01-01-2024,West,0,63.65,6.6,22.04,29,Female,6,26-35,0.441530829,44.15,Medium
Fashion,59.65,0,1,Credit Card,22-10-2024,28-10-2024,West,0,59.65,7.62,13.26,57,Other,6,46-60,0.585876558,58.59,High
Beauty,4.56,0.2,1,Debit Card,22-10-2023,27-10-2023,Central,0,3.65,0.77,0.87,47,Male,5,46-60,0.112259005,11.23,Low
Home,31.35,0,2,Credit Card,25-12-2024,31-12-2024,East,0,62.7,5.63,11.93,26,Male,6,26-35,0.396854064,39.69,Medium
Fashion,23.87,0.05,2,Credit Card,14-02-2025,19-02-2025,East,0,45.35,4.01,11.86,29,Male,5,26-35,0.457377055,45.74,Medium
Sports,129.75,0,2,COD,27-02-2025,03-03-2025,South,0,259.5,8.15,69.7,62,Male,4,60+,0.487682585,48.77,Medium
Grocery,35.87,0,1,Credit Card,23-07-2024,27-07-2024,South,0,35.87,4.15,-1.28,52,Male,4,46-60,0.102045839,10.2,Low
Home,59.91,0.05,2,Credit Card,18-02-2025,22-02-2025,South,0,113.83,6.66,25.21,19,Female,4,18-25,0.477641426,47.76,Medium
